num_execve,num_distinct_children,num_file_opens,num_file_renames,num_file_deletes,num_distinct_files_touched,num_connect,num_distinct_dest_ips,num_setuid,syscall_rate
1,0,8,0,0,9,0,0,0,7860.921090327224
2,9,27,0,0,15,0,0,0,6352.252092409934
2,0,2202,0,0,463,0,0,0,60829.973654880654
2,0,15,0,0,15,0,0,0,4175.040282998965
2,0,961,0,0,215,0,0,0,66961.09150333978
2,0,15,0,0,15,0,0,0,4519.609388770685
0,2,18,0,8,11,0,0,0,4.606349907383356
0,0,12,0,11,1,0,0,0,4.483195732071889
0,9,102,0,0,10,0,0,0,20.36238736368756
0,0,49,0,0,13,0,0,0,9.799956837070107
0,0,10,0,0,2,0,0,0,2777.8271613717575
0,0,3,0,0,3,0,0,0,18.226911782500352
0,0,1,0,0,1,0,0,0,1000.0
0,0,8,0,0,2,1,1,0,775.8634735459435
0,1,13,0,4,7,0,0,0,25.726861665815836
0,0,3,1,0,3,0,0,0,4.000307883696268
0,0,2,0,0,2,0,0,0,2.0001826806845924
0,0,2,0,0,2,0,0,0,2.000180774338204
0,0,2,0,0,2,0,0,0,2.000155694119386
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,8,0,0,9,0,0,0,6891.286886570184
0,0,10,0,11,1,0,0,0,14.35846956918197
0,0,31,0,0,13,0,0,0,23.359350339755196
0,0,79,0,0,8,0,0,0,43.81457654346513
0,0,1,0,0,1,0,0,0,2000.0
1,0,11,0,0,12,0,0,0,12000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,8,0,0,9,0,0,0,8215.614231269541
2,11,27,0,0,15,0,0,0,7332.468270639887
2,0,2118,0,0,447,0,0,0,61201.5492306128
2,0,15,0,0,15,0,0,0,4754.300544507245
0,0,3,1,0,3,0,0,0,138.98182333172647
0,0,616,0,0,444,0,0,0,8033.505036896806
13,0,3,0,0,10,0,0,0,16000.0
0,0,18,0,0,9,0,0,0,9.691775876235557
0,2,10,0,0,7,0,0,0,68.56222759884163
0,0,37,0,0,10,0,0,0,37000.0
0,0,40,0,0,14,0,0,0,40000.0
0,0,77,0,0,15,0,0,0,51609.82436573537
1,0,4,0,0,5,0,0,0,4882.483504529479
1,0,13,0,0,14,0,0,0,8948.471505190433
1,0,4,0,0,5,0,0,0,4305.564166683889
1,0,13,0,0,14,0,0,0,6024.472266987398
1,0,77,0,0,68,0,0,0,3773.1575732037313
1,0,77,0,0,68,0,0,0,3874.250760880498
1,0,21,0,0,22,0,0,0,5598.3418729252735
1,0,21,0,0,22,0,0,0,5488.222274997855
1,0,3,0,0,4,0,0,0,4000.0
1,0,3,0,0,4,0,0,0,4000.0
1,0,3,0,0,4,0,0,0,3277.6676117274947
1,0,3,0,0,4,0,0,0,2658.890298839328
0,1,2,0,0,1,0,0,0,2000.0
0,1,2,0,0,1,0,0,0,2000.0
13,5,16,0,0,21,0,0,0,2653.2311918616433
13,5,16,0,0,21,0,0,0,2637.921688837489
13,0,3,0,0,10,0,0,0,16000.0
13,0,3,0,0,10,0,0,0,16000.0
1,2,6,0,1,7,0,0,0,45.02211063992346
1,3,6,0,1,7,0,0,0,26.320933138144312
10,0,38,0,0,40,0,0,0,9272.36649337644
10,0,145,0,0,139,0,0,0,4823.42844376998
10,0,33,0,0,33,0,0,0,9065.321120026749
10,0,12,0,0,16,0,0,0,4931.419643637684
0,4,10,0,1,9,0,0,0,58.991418990210846
0,0,16,0,0,2,4,1,0,5.080962584327317
0,0,13,0,1,9,8,8,0,19.31413796444128
0,14,1,0,0,1,0,0,0,1000.0
0,0,0,0,0,0,1,1,0,1000.0
0,0,1,0,0,1,0,0,0,1000.0
0,0,616,0,0,30,0,0,0,9034.69571020181
0,0,26,0,0,10,0,0,0,6.490092260850093
0,0,1,0,2,2,0,0,0,3000.0
0,0,18,0,0,10,0,0,0,18000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,8,0,0,9,0,0,0,6282.643568876621
0,0,52,2,0,14,8,6,0,10.041139549609628
0,0,10,1,0,7,3,1,0,2.196929644255561
0,2,18,0,0,4,2,1,0,3.174280581537046
0,2,97,0,6,40,0,0,0,20.423602140746137
0,0,7,0,0,2,0,0,0,1.3999838542662055
0,0,7,0,0,2,0,0,0,1.399985405992134
0,0,10,3,0,5,0,0,0,2.549663701887772
0,0,7,0,0,2,0,0,0,1.399985731345426
0,3,202,0,0,9,0,0,0,40.2984348954303
0,0,82,1,0,14,0,0,0,16.599915815186936
0,0,1,0,0,1,0,0,0,1000.0
0,0,1,0,0,1,0,0,0,1000.0
0,0,1,0,0,1,0,0,0,1000.0
1,0,11,0,0,12,0,0,0,12000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,8,0,0,9,0,0,0,6415.653052888505
2,6,27,0,0,15,0,0,0,6464.970005883123
2,0,2182,0,0,459,0,0,0,41719.45113248252
2,0,15,0,0,15,0,0,0,4864.25300524996
0,0,15,0,0,13,0,0,0,46.03709141548106
10,0,42,0,0,43,0,0,0,8025.728014559906
10,0,29,0,0,31,0,0,0,5269.677787578477
10,0,15,0,0,17,0,0,0,3495.7134163802975
0,1,85,0,0,33,0,0,0,176.14003263559826
0,0,4,0,0,4,0,0,0,4000.0
0,3,56,0,0,9,0,0,0,46.51851685886583
0,0,6,0,7,1,0,0,0,22.89369891177532
0,0,14,0,0,11,0,0,0,14000.0
0,4,298,0,0,67,0,0,0,241.0675325890097
0,12,15,0,0,12,0,0,0,39.93590883009009
0,0,113,3,0,20,0,0,0,34919.007469356315
0,1,1499,0,1,154,0,0,0,62044.36941763541
0,0,15,0,0,12,0,0,0,15000.0
0,1,46,0,0,17,0,0,0,39768.856489758655
0,2,18,1,1,15,0,0,0,715.0856652962169
0,0,13,0,0,10,0,0,0,13000.0
0,0,0,0,0,0,1,1,0,1000.0
0,0,0,0,0,0,1,1,0,1000.0
0,0,0,0,0,0,1,1,0,1000.0
10,0,38,0,0,40,0,0,0,9158.351328857698
10,0,145,0,0,139,0,0,0,4551.047529290616
10,0,33,0,0,33,0,0,0,10041.86289167352
10,0,12,0,0,16,0,0,0,5396.712322852918
0,8,10,0,1,9,0,0,0,62.84059782545824
0,0,5,0,0,1,0,0,0,1.249969478557765
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,8,0,0,9,0,0,0,7464.227688801419
0,0,7,2,0,3,0,0,0,2.1955211676528634
2,0,779,0,0,179,0,0,0,65988.73730255448
2,0,15,0,0,15,0,0,0,5406.417926918586
0,0,9,0,0,3,0,0,0,1.829580063537998
0,0,18,2,1,7,0,0,0,4.0652592489810795
0,0,81,0,0,13,0,0,0,16.19997498075864
0,3,93,0,6,40,0,0,0,19.79600624284293
0,2,186,0,0,9,0,0,0,37.1381252168713
0,0,5,0,0,1,0,0,0,0.9999921690613242
0,0,5,0,0,1,0,0,0,0.9999919608646283
0,1,2,0,0,2,0,0,0,813.9027614092889
0,0,15,1,0,14,0,0,0,49.262028792184125
0,0,39,0,0,8,0,0,0,48.60987007931586
0,0,2,0,0,1,0,0,0,2.0000076880295525
0,0,4,0,5,1,0,0,0,14.39370348017008
0,0,0,0,0,0,1,1,0,1000.0
0,0,1,0,0,1,0,0,0,1000.0
0,0,6,0,0,4,0,0,0,6000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,8,0,0,9,0,0,0,6406.738180101953
0,2,3,1,0,2,0,0,0,2262.1760210472858
0,0,1,0,0,1,0,0,0,2000.0
10,0,38,0,0,40,0,0,0,10091.619288616528
10,0,145,0,0,139,0,0,0,5073.3956695458455
10,0,33,0,0,33,0,0,0,10108.159659087036
10,0,12,0,0,16,0,0,0,5326.217506744323
0,5,10,0,1,9,0,0,0,64.95810473887326
1,0,11,0,0,12,0,0,0,12000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,8,0,0,9,0,0,0,6785.559725742755
2,11,27,0,0,15,0,0,0,7411.201033683653
2,0,2167,0,0,456,0,0,0,51183.94191960595
2,0,15,0,0,15,0,0,0,5961.816319946133
0,0,26,0,0,10,0,0,0,6.490847191466841
0,0,1,0,0,1,0,0,0,1000.0
0,10,2,0,0,2,0,0,0,0.408651498598337
0,0,6,0,0,1,0,0,0,1.2000091452696962
0,0,6,0,0,1,0,0,0,1.2000008846406522
0,0,7,0,0,1,0,0,0,1.166670889237505
0,0,5,1,0,3,1,1,0,1.37155125909591
0,2,84,0,0,34,0,0,0,16.79357344874749
0,0,82,0,0,13,0,0,0,16.397865325891875
0,3,202,0,0,9,0,0,0,40.310250830873045
0,0,8,3,0,4,0,0,0,2.199963947430822
0,0,0,0,0,0,3,1,0,4.02581855670387
0,0,6,0,0,2,0,0,0,8.01913497117937
0,0,55,0,0,8,0,0,0,45.60541945152948
0,0,8,0,9,1,0,0,0,27.241506641456887
0,0,30,0,0,13,0,0,0,22.663424178337046
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,8,0,0,9,0,0,0,7125.997936627708
0,0,1,0,0,1,0,0,0,2000.0
1,0,11,0,0,12,0,0,0,12000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,8,0,0,9,0,0,0,8414.517848127301
2,11,27,0,0,15,0,0,0,7227.729558298493
2,0,2149,0,0,453,0,0,0,70270.16149265715
